1606628838.696388,0
1606628838.800858,20
1606628838.905782,20
1606628839.010930,18
1606628839.115292,10
1606628839.220474,10
1606628839.328973,11
1606628839.433036,11
1606628839.537197,12
1606628839.641767,13
1606628839.746894,14
1606628839.851198,20
1606628839.956426,18
1606628840.062669,5
1606628840.178957,8
1606628840.290987,9
1606628840.396501,7
1606628840.502352,8
1606628840.608482,8
1606628840.713371,10
1606628840.818291,11
1606628840.922054,13
1606628841.029294,14
1606628841.133674,13
1606628841.238092,14
1606628841.343157,15
1606628841.447438,16
1606628841.559729,15
1606628841.665208,16
1606628841.769696,16
1606628841.874545,16
1606628841.979502,18
1606628842.084458,18
1606628842.189360,18
1606628842.293706,19
1606628842.406855,20
1606628842.521603,18
1606628842.626439,11
1606628842.736408,11
1606628842.840495,13
1606628842.945619,14
1606628843.055256,13
1606628843.160054,13
1606628843.264713,14
1606628843.380380,16
1606628843.484783,19
1606628843.589246,8
1606628843.694932,10
1606628843.800100,8
1606628843.904239,7
1606628844.008123,8
1606628844.113808,8
1606628844.220909,9
1606628844.327289,10
1606628844.436198,12
1606628844.545954,12
1606628844.650582,14
1606628844.758329,15
1606628844.871585,15
1606628844.975695,16
1606628845.080634,16
1606628845.185544,15
1606628845.290221,18
1606628845.394203,17
1606628845.498362,19
1606628845.611236,17
1606628845.716054,19
1606628845.822777,18
1606628845.928425,18
1606628846.032775,11
1606628846.139523,13
1606628846.244336,15
1606628846.349565,14
1606628846.456219,15
1606628846.562042,16
1606628846.666044,16
1606628846.775565,20
1606628846.880096,20
1606628846.985830,14
1606628847.089805,8
1606628847.197989,9
1606628847.303455,10
1606628847.409390,11
1606628847.514131,11
1606628847.619377,11
1606628847.724093,13
1606628847.828304,14
1606628847.932640,14
1606628848.037214,15
1606628848.141664,16
1606628848.246365,16
1606628848.350963,17
1606628848.455988,15
1606628848.559848,17
1606628848.665618,17
1606628848.770942,19
1606628848.875148,19
1606628848.984997,19
1606628849.094896,20
1606628849.201747,18
1606628849.307611,18
1606628849.412381,18
1606628849.518932,2
1606628849.622987,5
1606628849.727888,5
1606628849.833038,6
1606628849.937316,7
1606628850.046773,9
1606628850.151470,10
1606628850.257285,10
1606628850.365324,11
1606628850.469321,11
1606628850.573067,13
1606628850.684017,13
1606628850.794823,14
1606628850.898710,14
1606628851.002449,15
1606628851.115711,17
1606628851.219781,17
1606628851.324304,17
1606628851.436379,17
1606628851.542500,20
1606628851.646338,19
1606628851.750987,13
1606628851.858396,13
1606628851.968233,14
1606628852.072534,15
1606628852.176509,16
1606628852.280186,17
1606628852.384610,18
1606628852.489404,12
1606628852.594064,12
1606628852.698257,13
1606628852.802144,15
1606628852.908406,15
1606628853.012388,16
1606628853.117393,15
1606628853.221728,16
1606628853.327730,16
1606628853.433968,18
1606628853.543616,18
1606628853.651204,19
1606628853.760385,20
1606628853.864402,18
1606628853.976710,11
1606628854.083734,10
1606628854.187966,11
1606628854.293139,13
1606628854.396901,14
1606628854.501353,20
1606628854.605322,14
1606628854.716263,11
1606628854.823455,4
1606628854.927314,5
1606628855.031821,6
1606628855.135703,8
1606628855.250831,9
1606628855.354607,9
1606628855.458343,11
1606628855.566226,11
1606628855.670928,13
1606628855.782521,13
1606628855.896624,15
1606628856.005365,14
1606628856.110178,15
1606628856.215389,17
1606628856.323851,16
1606628856.427669,18
1606628856.532131,16
1606628856.638252,17
1606628856.743517,17
1606628856.850026,19
1606628856.953921,10
1606628857.058116,15
1606628857.163181,14
1606628857.267930,15
1606628857.376715,16
1606628857.481965,18
1606628857.594754,18
1606628857.704465,15
1606628857.809247,16
1606628857.914708,15
1606628858.020425,16
1606628858.126380,17
1606628858.234936,17
1606628858.348711,17
1606628858.454274,19
1606628858.558765,18
1606628858.666070,19
1606628858.771969,19
1606628858.875808,19
1606628858.986492,9
1606628859.090195,10
1606628859.194996,12
1606628859.298831,12
1606628859.409344,12
1606628859.513378,14
1606628859.620860,15
1606628859.730631,19
1606628859.835837,17
1606628859.939561,10
1606628860.043602,13
1606628860.147807,15
1606628860.252023,15
1606628860.355819,11
1606628860.460832,12
1606628860.564775,13
1606628860.668731,14
1606628860.772754,15
1606628860.877036,16
1606628860.980836,16
1606628861.084600,17
1606628861.192071,15
1606628861.296050,16
1606628861.400084,18
1606628861.504047,17
1606628861.608282,19
1606628861.712413,18
1606628861.816552,19
1606628861.926012,10
1606628862.035844,6
1606628862.141018,7
1606628862.245795,7
1606628862.358278,17
1606628862.466642,18
1606628862.572785,20
1606628862.679120,0
1606628862.782845,0
1606628862.886885,2
1606628862.997763,3
1606628863.106496,5
1606628863.210587,6
1606628863.314927,8
1606628863.420223,8
1606628863.524988,10
1606628863.629061,11
1606628863.733771,12
1606628863.843260,12
1606628863.955024,13
1606628864.059961,13
1606628864.169233,13
1606628864.274279,15
1606628864.378229,16
1606628864.482057,16
1606628864.587090,18
1606628864.690619,18
1606628864.794910,19
1606628864.899368,19
1606628865.003225,18
1606628865.107200,14
1606628865.211465,13
1606628865.317000,14
1606628865.421833,16
1606628865.525918,16
1606628865.634556,19
1606628865.739054,20
1606628865.843140,14
1606628865.949432,14
1606628866.054174,15
1606628866.159422,15
1606628866.264021,15
1606628866.368932,17
1606628866.486846,17
1606628866.591329,17
1606628866.700426,18
1606628866.814204,19
1606628866.923056,19
1606628867.028166,19
1606628867.133766,20
1606628867.238770,19
1606628867.344079,8
1606628867.449072,6
