1606637247.041296,1
1606637247.146844,4
1606637247.253948,1
1606637247.359790,4
1606637247.467584,4
1606637247.572109,4
1606637247.676315,2
1606637247.781932,5
1606637247.893658,4
1606637248.000747,4
1606637248.105999,4
1606637248.212696,3
1606637248.327097,5
1606637248.432603,2
1606637248.539802,5
1606637248.648299,3
1606637248.753737,4
1606637248.862932,4
1606637248.968593,5
1606637249.076364,3
1606637249.184873,3
1606637249.290819,4
1606637249.395327,3
1606637249.500622,4
1606637249.606749,2
1606637249.713816,4
1606637249.827804,2
1606637249.943850,2
1606637250.058825,4
1606637250.163860,2
1606637250.294822,4
1606637250.399132,5
1606637250.503425,5
1606637250.609430,2
1606637250.714070,3
1606637250.820859,3
1606637250.942939,5
1606637251.047086,2
1606637251.163179,5
1606637251.279868,3
1606637251.389470,4
1606637251.494422,3
1606637251.598659,5
1606637251.704417,4
1606637251.809214,5
1606637251.914299,2
1606637252.019190,5
1606637252.134217,5
1606637252.239710,4
1606637252.343841,5
1606637252.468529,5
1606637252.572994,3
1606637252.677734,2
1606637252.783846,3
1606637252.902074,1
1606637253.006572,4
1606637253.111528,4
1606637253.217710,3
1606637253.322121,5
1606637253.427099,3
1606637253.532023,5
1606637253.640418,0
1606637253.746699,3
1606637253.851659,2
1606637253.956656,3
1606637254.063999,2
1606637254.194702,3
1606637254.311785,4
1606637254.416865,5
1606637254.521767,2
1606637254.626274,3
1606637254.731206,3
1606637254.835610,5
1606637254.940755,3
1606637255.044476,4
1606637255.149529,3
1606637255.253907,4
1606637255.359316,3
1606637255.463878,3
1606637255.568774,3
1606637255.673086,5
1606637255.778348,3
1606637255.892494,4
1606637255.998041,3
1606637256.102387,5
1606637256.209226,2
1606637256.314300,5
1606637256.422897,3
1606637256.532824,5
1606637256.637600,1
1606637256.741237,4
1606637256.845820,5
1606637256.951484,1
1606637257.056597,3
1606637257.160947,5
1606637257.265116,2
1606637257.369774,3
1606637257.475254,5
1606637257.579996,3
1606637257.685272,3
1606637257.790289,4
1606637257.906355,3
1606637258.019543,4
1606637258.126863,3
1606637258.236825,5
1606637258.341200,4
1606637258.446523,4
1606637258.552106,3
1606637258.657249,2
1606637258.762490,3
1606637258.867399,3
1606637258.983644,5
1606637259.088564,4
1606637259.192976,3
1606637259.297316,2
1606637259.402088,4
1606637259.506915,3
1606637259.624224,4
1606637259.734019,3
1606637259.839180,5
1606637259.950506,4
1606637260.055028,4
1606637260.159566,5
1606637260.264303,5
1606637260.368727,4
1606637260.473172,4
1606637260.577571,2
1606637260.681665,4
1606637260.787585,4
1606637260.892623,5
1606637260.998030,1
1606637261.103277,3
1606637261.208387,5
1606637261.312930,2
1606637261.420459,4
1606637261.532032,1
1606637261.640823,2
1606637261.746835,4
1606637261.854097,5
1606637261.959732,2
1606637262.069762,4
1606637262.174783,4
1606637262.284414,1
1606637262.389192,4
1606637262.494577,5
1606637262.601229,2
1606637262.705931,5
1606637262.811038,1
1606637262.915588,4
1606637263.020814,5
1606637263.125217,5
1606637263.231022,3
1606637263.336013,3
1606637263.440690,4
1606637263.547646,4
1606637263.656147,5
1606637263.778906,5
1606637263.900079,1
1606637264.010483,3
1606637264.128034,4
1606637264.245588,3
1606637264.354072,5
1606637264.470214,4
1606637264.587865,5
1606637264.691881,3
1606637264.826992,2
1606637264.930803,5
1606637265.038847,1
1606637265.142936,3
1606637265.253108,5
1606637265.357663,4
1606637265.463941,5
1606637265.570998,5
1606637265.686116,3
1606637265.805258,3
1606637265.914176,4
1606637266.019428,5
1606637266.124195,4
1606637266.229278,2
1606637266.338160,5
1606637266.451274,2
1606637266.556157,4
1606637266.661341,2
1606637266.766120,4
1606637266.878229,2
1606637266.986068,4
1606637267.097268,3
1606637267.210578,4
1606637267.316275,5
1606637267.428175,5
1606637267.542355,3
1606637267.648439,4
1606637267.756161,3
1606637267.860491,2
1606637267.966052,3
1606637268.070714,3
